,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,TotalSF,HouseAge,MS Zoning,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Sale Type,Sale Condition,Remodeled,SalePrice
1442,60,75.0,12192,7,5,2000,2001,0.0,663.0,0.0,265.0,928.0,928,895,0,1823,1.0,0.0,2,1,3,1,6,0,2000.0,2.0,626.0,192,36,0,0,0,0,4500,5,2008,2751.0,8,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,WD ,Normal,1,12.367345048436391
1443,60,68.0,11250,7,5,2001,2002,162.0,486.0,0.0,434.0,920.0,920,866,0,1786,1.0,0.0,2,1,3,1,6,1,2001.0,2.0,608.0,0,42,0,0,0,0,0,9,2008,2706.0,7,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,Normal,1,12.317171167298682
1444,20,,9200,5,6,1975,1980,0.0,280.0,491.0,167.0,938.0,938,0,0,938,1.0,0.0,1,0,3,1,5,0,1977.0,1.0,308.0,145,0,0,0,0,0,0,7,2008,1876.0,33,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,,TA,TA,CBlock,Gd,TA,Av,LwQ,BLQ,GasA,TA,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,WD ,Normal,1,11.777218637129327
1445,80,65.0,8385,5,8,1977,1977,220.0,595.0,0.0,390.0,985.0,985,0,0,985,0.0,0.0,2,0,3,1,6,0,1977.0,1.0,328.0,210,0,0,0,0,0,0,11,2008,1970.0,31,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,Gd,Av,GLQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,,Attchd,Unf,TA,TA,Y,WD ,Normal,0,11.917730355182513
1446,20,,12250,5,6,1978,1978,180.0,781.0,0.0,83.0,864.0,1174,0,0,1174,1.0,0.0,1,0,3,1,5,0,1978.0,2.0,528.0,211,0,280,0,0,0,0,5,2008,2038.0,30,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,Mn,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,,Attchd,Unf,TA,TA,Y,WD ,Normal,0,11.970356641102999
1447,80,,10970,6,6,1978,1978,0.0,505.0,435.0,0.0,940.0,1026,0,0,1026,1.0,0.0,1,0,3,1,5,0,1981.0,2.0,576.0,0,0,34,0,0,0,0,10,2008,1966.0,30,RL,Pave,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,HdBoard,,TA,TA,CBlock,Gd,Gd,Gd,GLQ,LwQ,GasA,TA,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,Fa,Y,WD ,Normal,0,11.898194668458823
1448,20,,9216,5,6,1975,1975,176.0,294.0,0.0,782.0,1076.0,1076,0,0,1076,0.0,0.0,1,1,3,1,5,1,1985.0,2.0,576.0,0,0,0,0,0,0,0,9,2008,2152.0,33,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,Fa,Detchd,Unf,TA,TA,Y,WD ,Abnorml,0,11.871969600157657
1449,20,40.0,14330,5,6,1975,2001,0.0,88.0,596.0,180.0,864.0,1558,0,0,1558,1.0,0.0,2,0,2,1,5,0,1975.0,2.0,440.0,140,0,239,0,227,0,0,8,2008,2422.0,33,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Wd Sdng,,TA,TA,CBlock,TA,TA,No,Rec,ALQ,GasA,TA,Y,SBrkr,TA,Min2,,Attchd,Fin,TA,TA,Y,WD ,Normal,1,12.001511614739405
1450,20,88.0,7990,5,6,1975,1975,0.0,0.0,0.0,924.0,924.0,924,0,0,924,0.0,0.0,1,0,3,1,5,0,1981.0,1.0,280.0,0,0,0,0,0,0,0,4,2008,1848.0,33,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,WD ,Normal,0,11.608244735642321
1451,20,60.0,7180,5,7,1972,1972,0.0,390.0,0.0,474.0,864.0,864,0,0,864,0.0,0.0,1,0,3,1,5,0,1989.0,1.0,352.0,0,0,0,0,0,0,0,5,2008,1728.0,36,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,WD ,Normal,0,11.751950239425476
1452,20,60.0,7200,5,7,1972,1972,0.0,632.0,0.0,148.0,780.0,780,0,0,780,0.0,0.0,1,0,2,1,4,0,1973.0,1.0,352.0,196,0,0,0,0,0,0,1,2008,1560.0,36,RL,Pave,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,TA,Typ,,Detchd,Unf,TA,TA,Y,WD ,Normal,0,11.735276702486741
1453,20,75.0,9742,8,5,2002,2002,281.0,0.0,0.0,1777.0,1777.0,1795,0,0,1795,0.0,0.0,2,0,3,1,7,1,2002.0,2.0,534.0,171,159,0,0,0,0,0,9,2008,3572.0,6,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD ,Normal,0,12.345838935721968
1454,60,75.0,9473,8,5,2002,2002,,804.0,0.0,324.0,1128.0,1128,903,0,2031,1.0,0.0,2,1,3,1,7,1,2002.0,2.0,577.0,0,211,0,0,0,0,0,3,2008,3159.0,6,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD ,Normal,0,12.37581963951765
1455,60,,10316,7,5,2000,2000,0.0,735.0,0.0,257.0,992.0,992,873,0,1865,1.0,0.0,2,1,3,1,7,1,2000.0,3.0,839.0,0,184,0,0,0,0,0,6,2008,2857.0,8,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,Normal,0,12.367345048436391
1456,60,,10400,7,5,2001,2001,227.0,0.0,0.0,1257.0,1257.0,1290,871,0,2161,0.0,0.0,2,1,3,1,8,1,2001.0,2.0,570.0,0,84,0,0,0,0,0,6,2008,3418.0,7,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,Normal,0,12.348010479804223
1457,60,73.0,9066,8,5,1999,2000,320.0,668.0,0.0,336.0,1004.0,1004,848,0,1852,0.0,0.0,2,1,3,1,7,2,1999.0,3.0,660.0,224,106,0,0,0,0,0,12,2008,2856.0,9,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD ,Normal,1,12.345838935721968
1458,60,75.0,11404,7,5,1998,1999,202.0,252.0,0.0,901.0,1153.0,1153,878,0,2031,0.0,0.0,2,1,3,1,8,1,1998.0,2.0,541.0,192,84,0,0,0,0,0,7,2008,3184.0,10,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD ,Normal,1,12.312686874960354
1459,60,,9240,8,5,2001,2002,396.0,0.0,0.0,1055.0,1055.0,1055,1208,0,2263,0.0,0.0,2,1,3,1,7,1,2001.0,2.0,905.0,0,45,0,0,189,0,0,9,2008,3318.0,7,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD ,Normal,1,12.567240979056246
1460,60,,9720,9,5,2001,2002,134.0,1194.0,0.0,163.0,1357.0,1366,581,0,1947,1.0,0.0,2,1,3,1,7,1,2001.0,3.0,725.0,168,116,0,0,0,0,0,1,2008,3304.0,7,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,BuiltIn,Fin,TA,TA,Y,WD ,Normal,1,12.520887034998584
1461,20,,14860,8,5,2002,2003,240.0,1538.0,0.0,240.0,1778.0,1786,0,0,1786,1.0,0.0,2,0,3,1,6,1,2002.0,3.0,715.0,182,35,0,0,0,0,0,6,2008,3564.0,6,RL,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD ,Normal,1,12.611541086966115
1462,60,,11250,8,5,2002,2002,0.0,0.0,0.0,1128.0,1128.0,1149,1141,0,2290,0.0,0.0,2,1,4,1,9,1,2002.0,2.0,779.0,0,0,0,0,0,0,0,5,2008,3418.0,6,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,,Gd,TA,PConc,Gd,TA,Mn,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Unf,TA,TA,Y,WD ,Normal,0,12.45254592991672
1463,60,65.0,8158,7,5,2003,2003,252.0,550.0,0.0,334.0,884.0,884,884,0,1768,1.0,0.0,2,1,3,1,8,0,2003.0,2.0,543.0,0,63,0,0,0,0,0,7,2008,2652.0,5,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,WD ,Normal,0,12.323415584358154
1464,60,41.0,10905,7,5,2003,2003,0.0,0.0,0.0,1129.0,1129.0,1129,1198,0,2327,0.0,0.0,2,1,4,1,9,1,2003.0,2.0,596.0,0,57,0,0,0,0,0,8,2008,3456.0,5,RL,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,BuiltIn,RFn,TA,TA,Y,WD ,Normal,0,12.388398368982115
1465,60,72.0,7226,7,5,2003,2003,0.0,0.0,0.0,798.0,798.0,798,842,0,1640,0.0,0.0,2,1,3,1,6,0,2003.0,2.0,595.0,0,45,0,0,0,0,0,6,2008,2438.0,5,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,WD ,Normal,0,12.117246896289503
1466,60,96.0,11690,8,5,1999,2000,192.0,0.0,0.0,850.0,850.0,886,878,0,1764,0.0,0.0,2,1,3,1,7,1,1999.0,2.0,560.0,120,29,0,0,0,0,0,6,2008,2614.0,9,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,WD ,Normal,1,12.240478903153711
1467,60,70.0,8750,7,5,1994,1995,0.0,642.0,0.0,273.0,915.0,933,975,0,1908,1.0,0.0,2,1,4,1,8,1,1994.0,2.0,493.0,144,133,0,0,0,0,0,7,2008,2823.0,14,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,WD ,Normal,1,12.25486757159303
1468,120,37.0,4435,6,5,2003,2003,170.0,686.0,0.0,162.0,848.0,848,0,0,848,1.0,0.0,1,0,1,1,3,0,2003.0,2.0,420.0,140,0,0,0,0,0,0,3,2008,1696.0,5,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,Fin,TA,TA,Y,WD ,Normal,0,11.824087219587643
1469,120,,4426,6,5,2004,2004,205.0,662.0,0.0,186.0,848.0,848,0,0,848,1.0,0.0,1,0,1,1,3,0,2004.0,2.0,420.0,140,0,0,0,0,0,0,2,2008,1696.0,4,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,WD ,Normal,0,11.884495917930655
1470,20,75.0,13125,6,5,1997,1998,215.0,994.0,0.0,484.0,1478.0,1493,0,0,1493,1.0,0.0,2,0,3,1,7,1,1997.0,2.0,508.0,140,39,0,0,0,0,0,4,2008,2971.0,11,RL,Pave,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,WD ,Normal,1,12.249615734512616
1471,90,83.0,10126,6,5,1997,1998,0.0,1593.0,162.0,83.0,1838.0,1838,0,0,1838,2.0,0.0,2,0,2,2,8,0,1998.0,3.0,721.0,160,67,0,0,0,0,0,7,2008,3676.0,11,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,Duplex,SFoyer,Gable,CompShg,VinylSd,VinylSd,,TA,Gd,PConc,Gd,TA,Gd,GLQ,LwQ,GasA,Ex,Y,SBrkr,TA,Typ,,Attchd,Unf,TA,TA,Y,WD ,Abnorml,1,12.128116509451258
1472,20,70.0,9135,7,5,2002,2003,113.0,810.0,0.0,726.0,1536.0,1536,0,0,1536,1.0,0.0,2,0,3,1,7,0,2002.0,2.0,532.0,192,74,0,0,0,0,0,12,2008,3072.0,6,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,WD ,Normal,1,12.273735966890268
1473,60,65.0,8450,7,5,2003,2003,196.0,706.0,0.0,150.0,856.0,856,854,0,1710,1.0,0.0,2,1,3,1,8,0,2003.0,2.0,548.0,0,61,0,0,0,0,0,2,2008,2566.0,5,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,WD ,Normal,0,12.24769911637256
1474,20,75.0,9750,7,5,2004,2004,50.0,24.0,0.0,1421.0,1445.0,1445,0,0,1445,0.0,0.0,2,0,3,1,6,0,2004.0,2.0,470.0,0,35,0,0,0,0,0,6,2008,2890.0,4,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,Unf,TA,TA,Y,WD ,Normal,0,12.136191879981927
1475,20,65.0,8450,7,5,2004,2004,266.0,946.0,0.0,490.0,1436.0,1436,0,0,1436,1.0,0.0,2,0,3,1,8,0,2004.0,2.0,484.0,139,98,0,0,0,0,0,4,2008,2872.0,4,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,Unf,TA,TA,Y,WD ,Normal,0,12.25486757159303
1476,60,64.0,8320,7,5,2004,2004,0.0,490.0,0.0,280.0,770.0,770,812,0,1582,0.0,0.0,2,1,3,1,6,0,2004.0,2.0,520.0,0,45,0,0,0,0,0,9,2008,2352.0,4,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,WD ,Normal,0,12.132969552931216
1477,20,85.0,11049,8,5,2007,2007,0.0,0.0,0.0,1234.0,1234.0,1234,0,0,1234,0.0,0.0,2,0,3,1,7,0,2007.0,2.0,484.0,0,30,0,0,0,0,0,1,2008,2468.0,1,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,WD ,Normal,0,12.100161978566867
1478,20,85.0,11058,7,6,2007,2007,212.0,56.0,0.0,1508.0,1564.0,1564,0,0,1564,0.0,0.0,2,0,3,1,6,0,2007.0,3.0,814.0,0,24,0,0,0,0,0,2,2008,3128.0,1,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,WD ,Normal,0,12.296082439438212
1479,20,74.0,9627,7,5,2007,2007,0.0,24.0,0.0,1327.0,1351.0,1361,0,0,1361,0.0,0.0,2,0,3,1,6,0,2007.0,2.0,610.0,0,50,0,0,0,0,0,6,2008,2712.0,1,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,,Attchd,RFn,TA,TA,Y,WD ,Normal,0,12.170450649220749
1480,60,63.0,8199,7,5,2005,2005,0.0,648.0,0.0,80.0,728.0,728,728,0,1456,1.0,0.0,2,1,3,1,7,1,2005.0,2.0,410.0,36,18,0,0,0,0,0,10,2008,2184.0,3,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,WdShing,Wd Shng,,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,WD ,Normal,0,12.149507585033072
1481,120,,4426,6,5,2004,2004,147.0,697.0,0.0,151.0,848.0,848,0,0,848,1.0,0.0,1,0,1,1,3,1,2004.0,2.0,420.0,149,0,0,0,0,0,0,5,2008,1696.0,4,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,Normal,0,11.913719681428494
1482,120,,4426,6,5,2004,2004,147.0,697.0,0.0,151.0,848.0,848,0,0,848,1.0,0.0,1,0,1,1,3,1,2004.0,2.0,420.0,149,0,0,0,0,0,0,5,2008,1696.0,4,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,WD ,Normal,0,11.856522261533737
1483,120,,4438,6,5,2004,2004,205.0,662.0,0.0,186.0,848.0,848,0,0,848,1.0,0.0,1,0,1,1,3,1,2004.0,2.0,420.0,149,0,0,0,0,0,0,1,2008,1696.0,4,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,WD ,Normal,0,11.91170829631447
1484,120,,4438,6,5,2004,2004,169.0,662.0,0.0,186.0,848.0,848,0,0,848,1.0,0.0,1,0,1,1,4,1,2004.0,2.0,420.0,140,0,0,0,0,0,0,6,2008,1696.0,4,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,ConLD,Normal,0,11.881041706925902
1485,30,67.0,8777,5,7,1910,1950,0.0,0.0,0.0,796.0,796.0,796,0,0,796,0.0,0.0,1,0,2,1,4,0,,0.0,0.0,328,0,164,0,0,0,0,5,2008,1592.0,98,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,Gable,CompShg,MetalSd,Wd Sdng,,TA,TA,CBlock,Fa,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,TA,Typ,,,,,,P,WD ,Normal,1,11.350418300109132
1486,90,67.0,8777,5,7,1900,2003,0.0,1084.0,0.0,188.0,1272.0,1272,928,0,2200,2.0,0.0,2,2,4,2,9,0,,0.0,0.0,0,70,0,0,0,0,0,9,2008,3472.0,108,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,Duplex,1.5Fin,Gable,CompShg,MetalSd,MetalSd,,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,TA,Typ,,,,,,N,WD ,Normal,1,11.890683588496984
1487,20,75.0,9825,5,5,1966,1966,0.0,609.0,0.0,483.0,1092.0,1092,0,0,1092,0.0,0.0,1,0,3,1,6,0,1966.0,1.0,264.0,259,0,0,0,161,0,0,4,2008,2184.0,42,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,TA,Typ,,Attchd,Unf,TA,TA,Y,COD,Abnorml,0,11.719947764402807
1488,20,75.0,9937,5,6,1965,1965,0.0,830.0,290.0,136.0,1256.0,1256,0,0,1256,1.0,0.0,1,1,3,1,6,0,1965.0,1.0,276.0,736,68,0,0,0,0,0,6,2008,2512.0,43,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,,Gd,TA,CBlock,TA,TA,No,BLQ,LwQ,GasA,Gd,Y,SBrkr,TA,Typ,,Attchd,Fin,TA,TA,Y,WD ,Normal,0,11.901590234400047
